x(mm) y(mm) z(mm) px py pz E(MeV)
2.758883 100.000000 -5.337494 0.000000 -1.000000 0.000000 1.000000
0.732293 100.000000 0.122977 0.000000 -1.000000 0.000000 1.000000
0.946763 100.000000 3.191360 0.000000 -1.000000 0.000000 1.000000
1.660732 100.000000 3.491495 0.000000 -1.000000 0.000000 1.000000
-2.753433 100.000000 5.180285 0.000000 -1.000000 0.000000 1.000000
1.824255 100.000000 5.294567 0.000000 -1.000000 0.000000 1.000000
-0.190276 100.000000 2.894640 0.000000 -1.000000 0.000000 1.000000
0.421783 100.000000 1.160096 0.000000 -1.000000 0.000000 1.000000
-0.734945 100.000000 -0.047032 0.000000 -1.000000 0.000000 1.000000
-0.469844 100.000000 -0.200877 0.000000 -1.000000 0.000000 1.000000
-0.880070 100.000000 -1.468594 0.000000 -1.000000 0.000000 1.000000
0.063570 100.000000 2.245290 0.000000 -1.000000 0.000000 1.000000
-0.671625 100.000000 2.354367 0.000000 -1.000000 0.000000 1.000000
0.186414 100.000000 0.671233 0.000000 -1.000000 0.000000 1.000000
0.950524 100.000000 -2.879279 0.000000 -1.000000 0.000000 1.000000
1.209777 100.000000 -3.236966 0.000000 -1.000000 0.000000 1.000000
-0.105123 100.000000 1.229051 0.000000 -1.000000 0.000000 1.000000
1.421938 100.000000 7.521205 0.000000 -1.000000 0.000000 1.000000
-2.767958 100.000000 5.697377 0.000000 -1.000000 0.000000 1.000000
2.741302 100.000000 -4.836773 0.000000 -1.000000 0.000000 1.000000
0.752753 100.000000 -0.289674 0.000000 -1.000000 0.000000 1.000000
-0.901630 100.000000 -1.053128 0.000000 -1.000000 0.000000 1.000000
-1.917604 100.000000 -3.676526 0.000000 -1.000000 0.000000 1.000000
-0.388079 100.000000 1.743339 0.000000 -1.000000 0.000000 1.000000
-0.713754 100.000000 -0.459264 0.000000 -1.000000 0.000000 1.000000
-0.857526 100.000000 -1.882282 0.000000 -1.000000 0.000000 1.000000
-0.491903 100.000000 3.844840 0.000000 -1.000000 0.000000 1.000000
-1.382569 100.000000 7.564619 0.000000 -1.000000 0.000000 1.000000
0.863862 100.000000 1.788521 0.000000 -1.000000 0.000000 1.000000
0.907418 100.000000 0.960390 0.000000 -1.000000 0.000000 1.000000
-0.755188 100.000000 0.365638 0.000000 -1.000000 0.000000 1.000000
0.388372 100.000000 -1.733931 0.000000 -1.000000 0.000000 1.000000
0.492227 100.000000 -3.837798 0.000000 -1.000000 0.000000 1.000000
0.669749 100.000000 -2.313540 0.000000 -1.000000 0.000000 1.000000
-0.065688 100.000000 -2.195945 0.000000 -1.000000 0.000000 1.000000
1.488746 100.000000 2.853842 0.000000 -1.000000 0.000000 1.000000
1.040574 100.000000 -0.860872 0.000000 -1.000000 0.000000 1.000000
-0.539736 100.000000 -2.931410 0.000000 -1.000000 0.000000 1.000000
0.710913 100.000000 0.534849 0.000000 -1.000000 0.000000 1.000000
2.771624 100.000000 -5.862686 0.000000 -1.000000 0.000000 1.000000
-2.734266 100.000000 4.683602 0.000000 -1.000000 0.000000 1.000000
-1.025049 100.000000 0.579078 0.000000 -1.000000 0.000000 1.000000
1.019663 100.000000 -0.446908 0.000000 -1.000000 0.000000 1.000000
-0.405507 100.000000 -1.434737 0.000000 -1.000000 0.000000 1.000000
0.199082 100.000000 -3.055475 0.000000 -1.000000 0.000000 1.000000
-0.626200 100.000000 -1.265452 0.000000 -1.000000 0.000000 1.000000
-1.222126 100.000000 -2.945893 0.000000 -1.000000 0.000000 1.000000
-0.698748 100.000000 -7.843477 0.000000 -1.000000 0.000000 1.000000
