Energy(KeV) X(cm) Y(cm) Z(cm) px py pz
56.3421 0.359677 0.242425 0.565929 41.5564 1.35795 38.0217
40.1815 0.669811 0.398279 0.544026 33.6345 6.72472 20.9295
50.4815 1.90809 0.594877 0.516396 48.9481 8.87117 8.58908
51.027 0.643554 0.124695 0.582475 42.8817 -2.57286 27.5372
67.2714 -0.772056 -0.0011127 0.600156 -53.5622 -18.9976 35.9948
56.108 0.116183 0.111723 0.584298 14.2563 18.7092 50.9395
46.9349 0.307256 0.215953 0.56965 24.5159 12.3743 38.0622
51.2192 0.0222096 -0.169036 0.623756 12.5 -22.8736 44.0903
62.5812 -0.212778 -0.227771 0.632011 -35.0121 -13.1211 50.1837
54.8138 0.182564 0.85442 0.479919 19.3694 47.6127 19.037
57.5779 0.433334 0.516983 0.527343 22.9775 37.8341 36.8216
53.3648 0.840926 0.219331 0.569175 49.4174 -1.66812 20.0732
47.5594 0.45948 0.146242 0.579447 25.6477 10.1496 38.7438
64.8124 0.0811473 0.526755 0.525969 12.3872 44.3762 45.5845
59.8739 -0.208799 0.123327 0.582668 -36.1132 19.0005 43.8144
41.7863 0.0246331 -0.177022 0.624879 7.56954 -25.1407 32.5076
56.6071 -0.857875 0.26879 0.562224 -52.9748 0.597611 19.9418
72.8678 -0.275454 0.174811 0.575432 -26.188 28.262 61.8479
51.6381 -0.801036 0.340627 0.552128 -38.205 24.417 24.7121
65.417 -0.107373 0.125736 0.582329 -27.7186 29.7223 51.2606
75.3697 0.13421 1.05934 0.45112 7.11078 70.6905 25.1572
51.3514 -0.491756 -0.416199 0.658493 -27.3883 -32.3675 28.9689
46.9964 0.433839 0.144318 0.579717 27.4809 -8.83178 37.0872
59.3373 -0.627737 -0.596085 0.683774 -37.4545 -25.2655 38.4672
58.8348 -0.595405 -0.125418 0.617626 -32.698 -23.6129 42.8346
63.5697 -0.544225 0.410825 0.542262 -43.7293 19.8179 41.6666
55.1023 -0.285635 0.477934 0.532831 -9.7172 39.5085 37.1608
48.4141 -0.30126 1.12498 0.441894 -17.719 43.2007 12.7931
69.2981 0.349511 -0.159519 0.622419 28.5035 -2.35213 63.1209
41.2793 0.339761 -0.241658 0.633963 20.3345 -26.9001 23.8092
62.1942 0.254637 0.00571074 0.599197 9.41153 -1.65617 61.4557
53.7212 -0.0612783 0.289969 0.559248 -19.0808 2.12723 50.1733
69.4838 -0.0798148 0.0795416 0.588821 -33.6361 6.7728 60.4214
49.4332 -0.314625 -0.0391574 0.605503 -37.4163 -9.70519 30.8135
46.7139 -0.2107 0.176297 0.575223 -3.63929 -5.8366 46.2048
45.3287 -0.206694 0.784539 0.48974 -8.4018 38.1766 22.9488
59.5365 -0.3277 -0.255935 0.635969 -8.634 -21.2376 54.9456
42.2395 -0.157554 0.197509 0.572242 -17.898 -6.12594 37.7665
51.3969 -0.114957 0.283836 0.560109 -26.4744 15.5699 41.2108
63.075 -0.226524 -0.420181 0.659053 -6.03927 -27.2013 56.5869
65.014 -0.143655 0.184272 0.574102 -2.55065 9.53819 64.2599
59.659 -0.355825 0.289617 0.559297 -43.8624 0.363941 40.437
53.2048 -0.208666 0.339638 0.552267 -8.18422 13.1068 50.9115
70.586 -0.144854 0.185264 0.573963 -18.6116 34.402 58.758
63.9232 0.263812 -0.0607181 0.608533 46.4204 -2.53697 43.8736
34.7372 0.0919887 -0.0259462 0.603647 -5.50268 -5.7862 33.807
75.3428 -0.303575 0.707862 0.500516 -32.3532 61.0691 30.0061
68.6378 -0.0712082 -0.618227 0.686886 -2.75121 -49.7176 47.2414
51.43 0.275684 -0.0198748 0.602793 25.9079 -17.3807 40.8869
57.6239 -0.343629 0.111003 0.5844 -38.0224 -0.245129 43.2984
35.2953 -0.21503 0.345841 0.551395 4.75097 18.2836 29.8144
47.1522 -0.496598 0.264248 0.562862 -29.2642 3.93165 36.7625
60.7617 0.590841 -0.0681531 0.609578 37.4808 -23.06 41.8976
64.1964 0.0783845 0.0319795 0.595506 18.6293 -11.8294 60.2842
43.1048 -0.0706155 0.747971 0.494879 -16.0074 33.5291 21.8538
75.2474 -0.421795 -0.476908 0.667025 -47.4685 -41.6037 40.9639
31.1733 0.189537 0.257619 0.563794 12.2684 -2.0097 28.5871
70.0222 -0.686729 0.159368 0.577602 -60.9335 2.01162 34.4407
48.8167 -0.00331077 0.690577 0.502946 -7.62984 37.1509 30.7353
36.4989 0.0531349 0.608826 0.514435 4.58952 24.4993 26.6625
43.5627 -0.154454 0.155146 0.578196 -1.2775 -0.148513 43.5437
44.3971 -0.255272 0.242958 0.565855 -12.0765 6.41813 42.2383
50.417 -0.163781 -0.286366 0.640246 -28.9384 -24.304 33.373
65.7691 -0.186723 0.407906 0.542672 -35.844 33.9945 43.4184
57.5599 0.293578 -0.0821017 0.611539 24.5328 -21.8612 47.2586
46.9508 0.180218 0.458619 0.535545 20.4719 22.5682 35.7205
72.9736 -0.3989 0.0725884 0.589798 -29.394 -8.42921 66.2577
33.0713 0.179276 0.268243 0.562301 10.849 -1.6949 31.1951
48.6953 -0.74439 1.79993 0.347036 -20.3269 44.2361 -1.10404
44.3195 -0.194497 0.301142 0.557677 -7.68935 21.3017 38.0963
62.8843 -0.208073 0.0664429 0.590662 -21.5788 13.0964 57.5958
41.398 0.00922722 0.0327916 0.595391 -10.734 8.53639 39.0603
54.5433 -0.285641 0.411819 0.542123 -30.3834 14.7397 42.8318
44.8938 0.211145 0.709211 0.500327 8.90201 37.1036 23.6544
52.1864 0.171677 0.534461 0.524886 17.1116 28.671 40.1072
65.4448 -0.0128938 0.92831 0.469534 2.91091 59.5285 27.0352
50.8601 -0.215414 0.178844 0.574865 -16.3711 5.02063 47.8908
37.6719 0.0627725 0.315288 0.555689 19.1593 11.8189 30.2061
62.3241 -0.30356 0.343295 0.551753 -2.21789 32.2524 53.2837
62.8768 0.455401 0.028927 0.595935 36.1013 -17.4369 48.4371
58.8151 0.246544 -0.0358507 0.605038 19.4153 -19.1238 52.1205
47.7002 0.0514143 0.719876 0.498828 14.3108 38.2597 24.6315
49.8608 -0.304347 0.316324 0.555544 -13.2265 15.6494 45.4561
38.8913 0.284131 0.0200393 0.597184 9.27666 -14.7283 34.7786
48.2493 0.0365414 -0.0167921 0.60236 -13.94 -2.79216 46.1072
30.2282 -0.230747 0.330429 0.553561 -22.053 6.77488 19.5322
59.9498 -0.0474489 0.279605 0.560704 5.01421 42.2383 42.2466
56.3626 -0.740787 -0.696386 0.697871 -35.3206 -33.3101 28.6293
63.8837 0.667051 -0.342878 0.648188 47.7537 -30.3092 29.6996
50.1606 -0.0191651 -0.0301952 0.604244 -12.0218 -6.86637 48.2122
64.5045 0.435018 -0.477193 0.667065 21.7598 -47.5016 37.8278
40.527 0.206287 1.22698 0.427559 0.718303 39.2564 10.0426
55.2242 0.00521758 0.837746 0.482262 -9.73547 48.148 25.2331
58.5791 0.204015 0.43227 0.539248 13.3966 26.6452 50.4189
50.3948 0.667237 0.639434 0.510133 41.3965 20.8817 19.7464
71.0465 0.17534 0.333907 0.553072 34.7034 31.7051 53.2734
67.4526 -0.502672 0.123177 0.582689 -48.4395 15.0016 44.4793
62.5 0.60687 -0.265633 0.637332 31.4537 -36.8451 39.4886
50.4178 -0.00279151 -0.24684 0.634691 -3.22072 -10.2191 49.2661
42.4551 -0.241613 0.297522 0.558186 -12.7614 13.0934 38.3164
57.0374 -0.282963 0.0580261 0.591845 -18.9806 -24.7191 47.77
53.3536 -0.385988 0.386608 0.545666 -38.8245 12.5749 34.3676
61.4859 0.25546 0.357699 0.549729 15.8823 32.0426 50.0153
44.7945 0.713518 -0.550731 0.6774 32.9242 -22.2772 20.6463
57.2255 0.284985 -0.0639902 0.608993 17.3479 -11.2891 53.3513
68.9657 1.03569 -0.155926 0.621914 60.3511 -14.8057 29.9133
44.517 -0.769328 0.607573 0.514611 -38.6033 14.9792 16.3455
35.9495 0.790353 0.108099 0.584808 30.4948 -7.09853 17.6647
70.261 0.727053 0.143322 0.579857 51.7988 14.142 45.3154
78.9355 -0.472878 -0.267829 0.637641 -45.6483 -8.26782 63.8646
72.4294 -0.0651863 0.37205 0.547712 -11.4577 38.2482 60.4303
51.0066 -0.565087 0.321447 0.554824 -44.6712 3.92521 24.3053
68.4391 1.2664 0.817193 0.485151 57.6256 33.1307 16.296
45.9555 0.63208 0.54834 0.522936 36.5055 16.5781 22.4594
44.4447 -0.39411 0.139779 0.580355 -19.0367 1.30666 40.1401
28.0791 0.804278 0.0214733 0.596982 24.5423 -7.84666 11.1597
41.0773 -0.114212 0.382492 0.546244 9.79195 24.1023 31.789
60.9976 0.264341 0.515841 0.527503 28.9992 31.4204 43.5031
46.1259 0.533952 0.506483 0.528819 33.9386 18.8321 24.9223
64.6488 -0.106247 0.143441 0.579841 -22.4316 0.290445 60.6318
69.9285 0.158198 0.516755 0.527375 -4.87112 44.9627 53.335
64.0868 0.256439 -0.172026 0.624177 43.9204 -0.071941 46.6703
55.8455 -0.071623 0.318349 0.555259 -20.9788 5.75133 51.4347
58.7393 0.353314 1.11721 0.442986 22.6515 51.556 16.7091
27.3 -0.305471 0.434347 0.538956 -12.3744 9.98732 22.1905
53.5138 0.355391 0.202272 0.571573 24.4045 15.5636 45.0103
29.5856 0.238692 0.223715 0.568559 8.54324 7.17052 27.4026
46.6377 -0.0259417 0.14049 0.580255 -17.9493 -3.04685 42.9374
34.722 0.436315 0.19302 0.572873 23.2341 8.84016 24.2413
55.0359 0.288467 0.724256 0.498212 25.1112 39.0304 29.5804
66.2356 0.891253 -0.891006 0.725223 46.3117 -40.7304 24.154
63.0146 0.459565 0.0603356 0.59152 49.2838 -15.9811 35.8684
64.5459 -0.686084 -0.241661 0.633963 -43.3081 -34.4049 33.2699
60.9125 -0.81681 0.880928 0.476194 -40.2708 41.4829 19.1771
50.2892 -0.0259736 0.0507284 0.592871 -14.3933 -10.4863 47.0306
40.6392 -0.40572 0.455166 0.536031 -23.8099 14.8912 29.375
65.4672 0.108948 -0.238385 0.633503 28.7576 -38.5341 44.4305
40.8663 0.178417 0.417756 0.541288 22.3739 -5.01366 33.8279
47.0628 0.104658 0.0199827 0.597192 23.7454 -12.6618 38.6101
59.9206 -0.100691 -0.102543 0.614412 -26.0421 -32.244 43.2736
63.8983 -0.677451 0.225375 0.568326 -50.453 9.10698 38.1386
44.9877 0.313081 0.633809 0.510924 10.2328 34.9847 26.3676
65.0769 -0.478749 0.307465 0.556789 -40.231 31.9959 39.909
40.4684 -0.198453 0.047623 0.593307 -24.0818 -12.4591 30.0422
36.6931 -0.128275 0.227966 0.567961 0.33329 2.47753 36.6079
58.4757 -0.5189 -0.0356466 0.60501 -39.8117 5.9824 42.4104
40.1945 0.295214 0.345193 0.551486 23.811 22.7358 23.0589
65.8998 0.319545 0.326821 0.554068 31.5414 13.0506 56.3702
66.6753 -0.239538 0.677717 0.504753 -0.562216 58.1289 32.6544
47.7302 -0.294667 0.547192 0.523097 -30.6965 24.6434 26.9926
44.5427 -0.239243 0.646447 0.509148 -20.9768 35.502 16.8415
50.7673 -0.0969165 0.0222179 0.596877 -9.8652 -1.24432 49.784
50.1037 -0.207482 0.41976 0.541007 -7.77976 28.8477 40.2203
64.0804 0.196573 0.300288 0.557797 37.9411 34.1459 38.7405
66.2272 0.0998307 0.311758 0.556185 22.3188 28.4223 55.4985
75.3639 0.20232 0.320155 0.555005 43.1744 25.3578 56.3264
53.6591 0.0477257 -0.0271738 0.603819 24.4623 -21.5743 42.6081
43.4899 0.280666 0.255119 0.564145 11.1527 20.5097 36.6925
53.5688 0.470029 0.187153 0.573697 39.7805 -3.8287 35.6718
50.604 -0.0316563 0.212982 0.570067 -21.4592 29.3719 35.179
59.7766 0.52005 -0.285759 0.640161 33.6966 -35.0643 34.7603
36.1465 0.500107 0.512331 0.527997 24.225 19.1471 18.7911
55.1999 -0.0687202 -0.094493 0.61328 -3.04042 -36.466 41.3281
66.6934 -0.480454 0.0919447 0.587078 -35.2317 1.39416 56.6109
48.2631 0.458169 1.00221 0.459148 15.8133 42.5692 16.3441
76.9395 0.29092 -0.00789739 0.60111 33.448 -35.6219 59.4306
57.7003 0.713215 -0.0948484 0.61333 50.1558 -11.3041 26.1904
45.5151 -0.602553 0.17501 0.575404 -33.6586 -4.40599 30.3201
53.0873 0.849001 -0.623817 0.687672 30.236 -37.7947 21.8083
66.7914 0.371361 0.148281 0.579161 44.5645 25.4272 42.7615
44.4485 0.515687 0.53174 0.525269 26.2527 25.9405 24.7699
47.9099 0.139914 0.145512 0.57955 -6.9669 -6.26127 46.9852
53.714 -0.536763 -0.407828 0.657317 -30.6073 -32.8104 29.5274
58.9154 0.31518 0.177733 0.575021 39.5844 -6.53045 43.1445
43.8979 0.0418802 0.0570725 0.591979 -13.2886 -11.4936 40.2285
47.1418 0.223404 -0.0341094 0.604794 21.9381 -13.0717 39.6257
66.1533 1.43733 0.142915 0.579915 63.9743 3.29334 16.5135
51.585 0.220586 0.236212 0.566803 36.8228 1.55665 36.0926
56.9205 0.525838 -0.313069 0.643999 26.3373 -36.7912 34.5354
52.3846 -0.282434 0.267288 0.562435 -18.114 15.7276 46.5689
42.8049 -0.31451 0.113487 0.58405 -13.9451 -8.76258 39.5096
58.9427 0.531014 -0.185149 0.626021 33.3024 -23.4109 42.6278
50.6758 -0.380771 0.140087 0.580312 -25.6247 2.6211 43.641
77.8717 0.832559 -0.912196 0.728201 37.335 -59.0693 34.3644
38.6988 1.03964 1.02916 0.455361 28.5536 24.5654 8.87871
56.5252 0.559534 1.21196 0.42967 28.9878 47.0411 11.9139
47.1068 0.397979 0.172359 0.575776 32.1874 -1.20532 34.374
48.2861 -0.155439 0.184049 0.574134 -20.4282 -8.57927 42.9026
61.7 0.169193 -0.163604 0.622993 13.1192 -9.75777 59.4942
33.0615 0.161844 0.557487 0.52165 12.1777 20.8298 22.6027
60.8214 0.777971 0.552659 0.522329 44.5557 31.5345 26.8255
50.3647 0.1158 -0.0194016 0.602727 10.0371 -13.2489 47.5429
41.0649 -0.246523 0.1016 0.585721 -25.108 -11.3158 30.4608
62.548 -0.214608 0.368408 0.548224 -29.8308 44.6547 32.0678
57.3433 0.22477 0.206673 0.570954 9.02172 4.45017 56.454
37.0724 0.0992652 0.555663 0.521907 -6.93615 24.5598 26.8899
55.3983 0.108815 0.0405961 0.594295 -5.0224 -12.094 53.8283
47.1913 0.155187 0.432958 0.539152 2.86104 27.4329 38.2919
52.2373 -0.0379419 -0.0115468 0.601623 13.2576 -25.28 43.7481
58.6837 0.00173671 0.70413 0.501041 16.1602 47.1501 30.9757
53.4849 -0.268152 0.206355 0.570999 -10.2222 29.1257 43.6787
60.7531 -0.0320309 0.814472 0.485533 2.12747 56.347 22.6147
57.9771 0.327015 -0.576428 0.681012 23.0825 -43.1409 31.1032
70.3923 0.187338 0.144011 0.579761 37.1086 27.0479 53.3521
58.4088 0.807987 -0.263638 0.637052 42.2872 -22.9134 33.1415
56.9929 -0.0724981 0.0968506 0.586389 6.01505 -13.5201 55.0383
62.6581 -0.279584 0.223934 0.568528 -20.5833 35.0616 47.6764
37.0416 -0.142183 0.594774 0.51641 -10.6737 24.0556 26.0668
38.4485 0.230266 0.988927 0.461015 8.16477 35.1418 13.2919
55.9393 0.111469 0.405418 0.543022 39.7827 -23.3762 31.6243
56.2632 -0.00833554 0.668621 0.506032 -20.9842 43.0145 29.5798
44.4743 -0.70101 -0.43789 0.661541 -0.203551 -41.6191 15.677
59.871 0.175127 -0.469769 0.666022 10.6447 -48.6231 33.2719
66.0816 0.593994 -0.0777677 0.61093 36.5648 -21.3837 50.7201
65.939 -0.411472 -0.317858 0.644672 -42.4402 -27.4416 42.3526
61.6261 1.03114 0.0643997 0.590949 56.4102 -4.727 24.3582
38.2081 0.383967 0.390104 0.545174 21.5917 13.9456 28.2697
49.7703 0.122781 0.137125 0.580728 18.527 -15.4074 43.5482
54.2621 0.0901404 0.0242221 0.596596 -0.372734 -11.2876 53.0738
52.2081 0.174293 -0.0523917 0.607363 26.3845 -13.3313 43.0328
72.1894 -0.356382 -0.470352 0.666104 -27.623 -28.8898 60.1137
50.2165 0.0166861 0.309389 0.556518 11.2254 13.8762 46.9376
45.0133 -0.412569 -0.59447 0.683547 -17.1491 -36.1087 20.6946
25.0136 0.0539934 0.0710067 0.590021 -4.37886 -9.57554 22.6895
45.1635 0.0360085 0.960853 0.464961 2.28548 41.3355 18.0525
53.6726 -0.0505392 -0.118233 0.616617 12.9379 -2.11983 52.0468
41.3999 -0.0552175 -0.0107879 0.601516 -9.69362 -19.0147 35.4743
65.9911 -0.404228 -0.1055 0.614827 -44.537 -31.4659 37.1641
67.5768 0.670907 0.27295 0.561639 53.2949 3.477 41.4027
59.1694 -0.22174 -0.234181 0.632912 4.37222 -22.9694 54.3536
40.1867 -0.00490241 0.792145 0.488671 -1.75567 34.2359 20.9713
53.4076 -0.200898 0.238037 0.566546 -11.3734 0.193541 52.1822
40.6111 -0.00656583 0.328537 0.553827 -14.5868 8.30812 36.9792
65.9313 -0.0362145 0.315135 0.555711 11.2985 38.3854 52.4008
36.4522 -0.529003 0.145022 0.579619 -26.9082 -7.82575 23.3124
49.3132 0.257395 -0.106588 0.61498 10.5761 -24.0105 41.7544
61.3007 0.0459205 0.293667 0.558728 2.91393 43.5235 43.0695
38.6302 0.217351 1.0585 0.451238 3.91945 36.1984 12.9075
73.5154 -0.296179 -0.174698 0.624552 -21.0144 -49.2742 50.3484
46.184 -0.639148 0.66475 0.506575 -33.0891 24.7282 20.6542
44.3965 0.0103449 0.155559 0.578138 17.6729 -2.3984 40.6567
57.5864 -0.724988 0.331913 0.553353 -36.9687 33.6764 28.5552
28.5113 0.203855 0.389703 0.545231 8.97357 7.05628 26.1262
67.6008 -0.559416 0.587853 0.517383 -49.6883 36.2137 28.0983
48.6938 -0.120567 0.394591 0.544544 5.72871 21.1665 43.4769
46.7944 0.34223 0.0476077 0.593309 30.1618 -2.55405 35.6856
45.8513 -0.147345 0.419064 0.541104 -25.0896 24.9446 29.1654
66.9178 0.145841 0.0395465 0.594442 44.3508 -10.5583 48.9849
45.6878 0.0293528 -0.357765 0.650281 -1.09566 -25.4524 37.9256
48.9515 -0.252019 0.133024 0.581305 -12.9632 -3.67626 47.0605
47.528 0.472527 0.514278 0.527723 36.8167 17.5821 24.3784
41.9131 0.780213 0.194095 0.572722 38.2382 -2.5553 16.9711
48.8467 0.174928 -0.105613 0.614843 18.5678 -5.06303 44.8955
70.6675 -0.0721343 -0.0323934 0.604553 -27.9168 -24.8218 59.9869
52.7792 -0.216744 0.17356 0.575608 -27.0664 28.6909 35.0698
63.9351 0.242015 0.333681 0.553104 28.1227 43.0691 37.9717
59.5108 -0.0349428 -0.486761 0.66841 8.83263 -45.7928 36.9667
38.3571 0.094603 1.00086 0.459339 4.29016 35.2218 14.5699
63.3775 0.0901031 0.0434809 0.593889 -21.6712 -11.589 58.4188
52.1565 -0.583968 1.3986 0.403439 -13.0116 28.1523 41.9339
53.4684 0.471793 0.67604 0.504989 -36.7801 -35.5987 15.4539
59.9063 -0.128895 0.847545 0.480885 5.63739 52.806 27.7221
56.7178 -0.285883 0.292717 0.558861 -43.6059 14.91 33.0626
48.4697 0.510304 1.18936 0.432846 -20.9145 11.1705 42.2742
46.5163 -0.318749 0.502141 0.529429 -21.088 28.0028 30.5763
68.8243 0.0815694 -0.00519809 0.600731 -22.821 -0.632463 64.9275
74.0376 0.227402 0.229121 0.567799 54.5167 15.9405 47.491
32.2108 -0.165761 0.351019 0.550668 -17.6334 7.78427 25.807
43.2933 -0.385463 0.237591 0.566609 -21.5438 0.763937 37.5446
58.5476 0.634089 0.443475 0.537674 39.1467 32.9087 28.5022
62.2476 -0.00275066 -0.0106744 0.6015 13.9748 -22.2057 56.448
58.4362 -0.238118 0.340037 0.552211 -24.5931 30.0654 43.6582
42.147 -0.095033 0.253714 0.564343 -9.51652 2.60467 40.9758
56.5628 0.692999 0.346561 0.551294 44.3783 18.0423 30.0731
66.4337 -0.0271521 0.139691 0.580368 20.4696 37.0792 51.1816
46.2343 0.356331 0.198777 0.572064 20.8242 4.63806 41.0177
62.5547 -0.369256 -0.142397 0.620013 39.552 -27.5826 39.8487
52.734 1.15517 1.66737 0.365666 28.1641 44.5815 0.390696
50.9667 0.164362 0.0484166 0.593195 22.0792 -21.4172 40.6376
62.1489 0.0443273 0.403456 0.543298 -12.0232 34.9313 49.9773
71.6012 -0.0776781 -0.309992 0.643567 -21.505 -47.1829 49.3765
62.9556 -0.342266 0.176937 0.575133 -28.3054 17.9261 53.2998
45.4071 -0.129733 0.175322 0.57536 4.00107 29.2298 34.5169
48.719 -0.293376 0.391071 0.545039 -27.2141 10.3756 39.0549
53.8202 -0.0144983 0.336365 0.552727 -15.5806 8.34392 50.8354
52.6908 0.104135 0.490781 0.531025 23.2884 31.0876 35.6024
41.3271 -0.233363 0.489935 0.531144 -2.52792 25.9101 32.0968
56.5458 0.651964 0.909768 0.47214 32.1241 43.8965 15.4458
44.0989 0.334242 0.560606 0.521212 10.773 33.5524 26.5122
44.9937 -0.27673 -0.623322 0.687602 -8.65994 -37.9731 22.5272
41.4226 -0.0127879 0.531121 0.525356 -9.00965 22.8143 33.3792
49.5538 -0.708837 0.295107 0.558525 -43.8791 13.0354 18.9812
71.6147 -0.307798 -0.246564 0.634652 -17.5718 -50.0495 48.1139
44.8949 -0.145398 0.140554 0.580246 -18.2776 -12.7948 38.9586
63.0947 0.205699 -0.0357599 0.605026 45.8525 -3.27286 43.2178
57.9117 0.108873 0.198654 0.572081 -11.4736 33.5575 45.7822
49.9678 -0.622032 -0.265381 0.637297 -35.7713 -23.7385 25.5672
29.4704 -0.331254 0.297653 0.558168 -21.1032 1.36349 20.5256
43.0354 -0.160416 0.19545 0.572531 -28.0207 13.2088 29.8733
66.5278 0.339628 -0.357629 0.650261 15.762 -47.2545 44.0967
57.3155 -0.461739 0.559932 0.521307 -26.2499 36.301 35.7526
58.7151 0.369384 0.444718 0.537499 52.0067 15.6232 22.3312
68.5699 0.76308 -0.790669 0.711121 30.133 -52.8111 31.699
52.9298 0.473221 0.380108 0.546579 20.2024 31.396 37.5196
67.5114 0.51532 0.0365164 0.594868 57.8714 0.503987 34.7625
37.9077 0.260931 0.370138 0.54798 6.45376 14.2836 34.5155
57.8594 0.223069 0.518861 0.527079 28.1212 31.3417 39.6812
57.9237 -0.161761 -0.722467 0.701536 -19.9393 -44.2243 31.651
45.3269 -0.155932 0.590009 0.51708 -6.14465 36.1892 26.5917
57.1741 0.0749214 0.465358 0.534598 -14.5559 32.204 44.9433
67.3928 -0.0968811 -0.0102954 0.601447 -0.665317 -22.5633 63.4999
56.5807 -0.108496 0.423013 0.540549 -14.8342 24.4842 48.8042
58.6489 -0.0498486 -0.321347 0.645162 -12.6123 -34.043 46.062
51.9463 -0.611829 0.0306622 0.595691 -34.985 -14.6892 35.4781
45.5695 0.199487 0.271864 0.561792 21.0096 6.41509 39.9253
62.8642 0.518842 -0.170846 0.624011 30.428 -20.5912 51.0103
49.4243 -0.0591325 -0.463614 0.665157 -15.9078 -34.6158 31.4872
31.484 0.448935 0.455512 0.535982 17.6637 12.3664 22.9413
65.0755 0.791372 0.971222 0.463504 43.778 44.4085 18.6062
64.4349 -0.649028 0.0172468 0.597576 -53.9596 6.57278 34.5979
41.8184 -0.176432 0.246076 0.565416 -5.33524 8.68213 40.5578
56.4772 0.241793 0.647221 0.509039 14.9965 44.7874 30.9656
59.0756 -0.379526 0.103551 0.585447 -26.0097 25.9387 46.2667
53.2481 -0.425571 0.466993 0.534368 -24.2273 35.9628 30.9043
47.5195 -0.0200759 -0.214048 0.630083 6.20167 -23.1452 41.0359
50.9257 0.688311 0.522952 0.526504 43.6891 18.0999 18.8967
40.2151 0.247468 0.413498 0.541887 15.7921 20.3338 30.8934
46.8238 0.111935 0.1256 0.582348 6.80763 13.8244 44.2155
69.0893 0.234851 0.442613 0.537795 29.4323 34.9162 51.8453
64.7833 0.0695881 -0.525959 0.673919 4.65272 -51.9548 38.4178
53.0645 -0.496947 0.636316 0.510572 -7.32332 48.4982 20.2519
56.2278 1.17346 -0.0485585 0.606824 49.757 -11.7764 23.3905
55.5621 0.0816056 -0.462324 0.664975 -9.48343 -23.8837 49.2624
71.4537 0.611256 0.791949 0.488699 40.6649 52.5379 26.3014
60.8676 -0.648713 -0.168099 0.623625 -55.7691 -5.44892 23.7693
57.6221 -0.041636 0.0207765 0.59708 11.066 -19.9133 52.9274
45.5754 -0.376931 -0.0422202 0.605934 -37.6235 -22.5617 12.3513
66.2847 0.406328 0.127621 0.582064 27.9622 -7.75627 59.5954
55.1189 -0.0596889 1.00845 0.458272 8.53311 51.3097 18.2371
61.285 0.177185 0.257132 0.563863 -3.84413 10.058 60.3316
60.6389 0.190756 0.30422 0.557245 20.2669 39.3799 41.4192
55.151 -0.20117 -0.265377 0.637296 -15.2068 -33.5406 41.0537
48.996 -0.0970532 0.280497 0.560579 -1.22296 0.908866 48.9723
56.0213 0.70188 -0.0864381 0.612148 46.7564 -13.253 27.8672
47.8153 -0.0183679 -0.178896 0.625142 3.96413 -5.42515 47.3408
79.0575 -0.34654 -0.136858 0.619234 -34.8311 -36.9798 60.5754
60.8205 0.209829 0.380476 0.546528 8.84329 21.0451 56.3741
69.1632 0.0959936 0.315756 0.555623 -16.4309 45.7058 49.2398
54.2787 -0.433025 -0.00610868 0.600859 -27.2748 -11.15 45.5844
47.5279 -0.050001 0.719325 0.498905 11.0933 38.8314 25.0591
58.8976 -0.130314 0.123439 0.582652 -9.20265 -21.6596 53.9917
53.6832 0.288066 -0.0423131 0.605947 13.222 -23.1671 46.5869
50.6602 0.132143 0.474928 0.533253 26.1398 27.2083 33.8064
41.8736 -0.191741 0.309396 0.556517 1.78125 14.906 39.0902
65.0961 -1.09426 0.0641789 0.59098 -59.5113 -6.88637 25.4655
50.4329 0.456413 0.191869 0.573035 29.6795 -2.3078 40.7097
51.3803 0.0902328 -0.0474158 0.606664 13.2786 -14.0172 47.6144
60.3439 0.110655 0.328418 0.553844 0.587542 11.6772 59.2003
42.371 -0.0890726 -0.0220493 0.603099 -9.83958 1.85785 41.1708
44.3266 -0.0536363 0.499795 0.529758 7.41381 29.4018 32.333
44.0197 0.158707 0.688017 0.503306 0.621714 37.0457 23.769
58.3505 0.907651 0.0285595 0.595986 52.3455 -9.95943 23.7812
31.9502 -0.373718 0.665172 0.506516 -15.8654 21.9842 16.9056
77.0837 0.478501 0.748571 0.494795 38.8855 56.0804 35.8441
56.3396 -0.211793 -0.283035 0.639778 -19.6765 -35.495 39.078
38.4882 -0.650289 0.627156 0.511859 -25.5861 22.4288 17.9899
39.3275 -0.156874 0.0930844 0.586918 -6.86472 -8.20955 37.8435
65.0722 -0.653445 -0.289972 0.640753 -45.3074 -23.668 40.2672
59.4937 0.584953 -0.264425 0.637163 31.1174 -32.957 38.5363
36.1224 0.174359 0.518225 0.527168 12.439 19.0467 28.0592
45.2957 -0.186352 0.439375 0.53825 -2.92033 25.7072 37.1795
44.6361 0.111774 0.271765 0.561806 19.5033 15.7556 36.9292
63.2289 -1.14976 -0.281383 0.639546 -52.8794 -26.2566 22.6331
73.8108 0.379035 -0.515517 0.672451 30.5275 -38.6707 54.9606
30.9442 0.085895 0.408205 0.54263 7.54539 8.70159 28.721
47.4171 0.0828581 0.409282 0.542479 -8.20826 16.6602 43.6285
61.0557 0.0983522 0.220197 0.569053 17.0655 11.4579 57.4916
46.7542 -0.207887 0.147413 0.579282 -28.5158 -7.01963 36.3803
44.6343 0.380013 0.230937 0.567544 6.52959 12.3833 42.382
45.4263 0.565051 0.478512 0.53275 28.6307 22.2632 27.3529
