Energy(KeV) X(cm) Y(cm) Z(cm) px py pz
52.3597 0.494884 0.0864191 0.587855 27.7748 8.3314 43.5969
34.7531 -0.0903701 0.171962 0.575832 -17.6671 -6.61009 29.1883
33.7925 -0.241028 0.481846 0.532281 -7.63145 17.7381 27.7319
56.0676 -0.192317 -0.0684643 0.609622 -6.37183 -30.7297 46.4614
49.2551 -0.255938 0.418064 0.541245 -23.8772 13.8734 40.7857
70.7216 0.0615079 0.104136 0.585365 12.1835 22.8403 65.8136
53.8836 -0.0540882 0.284103 0.560072 -29.3258 11.6007 43.6906
77.0128 0.176155 0.872971 0.477312 7.40876 68.4696 34.4672
40.5047 -0.0260131 0.0769043 0.589192 -5.80862 -15.3845 37.0163
52.4341 -0.19607 0.0929412 0.586938 -11.4321 -15.7728 48.6813
42.7536 0.38749 0.20376 0.571363 17.3056 -0.0879769 39.0945
39.5363 0.567254 0.42419 0.540384 34.1719 8.1789 18.1247
53.5268 -0.0380869 0.055157 0.592248 -17.4842 0.876133 50.5831
59.5258 -0.344779 0.378387 0.546821 -15.513 30.9544 48.4199
63.6258 -0.577737 -0.265234 0.637276 -43.6201 -32.7212 32.785
62.4209 -0.220866 0.0684437 0.590381 -43.8151 -11.1289 43.0436
46.1651 0.555856 -0.310554 0.643646 22.9911 -31.0704 25.244
38.2127 -0.148024 0.341691 0.551978 -6.83221 16.9718 33.5483
39.1899 -0.0604385 -0.241741 0.633975 -8.74303 -29.0016 24.8659
30.182 -0.210795 0.075792 0.589348 -14.4365 -11.0315 24.1008
32.2324 -0.265782 -1.11388 0.756546 -2.05827 -30.8076 9.25092
62.2131 0.0700233 0.837589 0.482285 -4.30768 54.618 29.4752
65.5886 0.679059 -0.701482 0.698587 28.6444 -50.3587 30.7468
70.334 1.24664 0.699988 0.501623 31.3796 60.7247 16.5741
62.5861 0.291288 0.507891 0.528621 16.7731 43.7588 41.4831
69.6533 0.0266739 0.0108967 0.598469 -5.68831 1.92572 69.3939
66.4506 -0.552145 0.181781 0.574452 -47.8195 2.96061 46.0459
44.5618 0.434009 0.615426 0.513508 26.9852 24.9119 25.238
43.5511 0.076565 0.746689 0.49506 13.9085 35.1097 21.6923
63.0163 -0.84234 0.403986 0.543224 -49.4866 22.9344 31.5618
52.4934 0.116734 0.451295 0.536575 14.7612 32.4481 38.5329
43.1189 -0.298259 0.722893 0.498404 -14.1152 33.2497 23.547
50.07 -0.532939 0.229236 0.567783 -38.8363 -4.01658 31.3467
72.9315 0.320812 0.251465 0.564659 43.9546 16.0951 55.928
63.6929 0.262708 -0.21233 0.629841 18.6116 -7.33267 60.4701
76.5702 -0.244421 -0.0774413 0.610884 -18.6429 -36.6313 64.6033
69.7231 -0.0579562 0.224474 0.568452 -4.196 -3.88601 69.4882
51.225 0.278273 0.158044 0.577788 32.3067 -9.89767 38.5008
60.5253 0.363786 -0.252198 0.635444 30.6457 -39.2289 34.4275
45.689 -0.0408888 0.523788 0.526386 -0.339091 25.2123 38.1014
67.8451 0.39865 -0.0352136 0.604949 32.5384 -35.1899 48.0196
40.1537 -0.257186 -0.0302423 0.60425 -12.2565 -9.01762 37.1589
59.5114 0.350925 0.53403 0.524947 41.078 25.9112 34.3922
53.2883 0.353306 0.195379 0.572541 25.3387 5.47503 46.5577
60.6027 -0.0035144 0.359129 0.549528 -5.06908 28.3105 53.3433
54.7192 0.131872 -0.028356 0.603985 13.3371 -16.6307 50.3957
51.2143 0.457566 0.057763 0.591882 38.7842 -15.1254 29.8313
67.3537 0.246517 0.0514557 0.592768 5.75971 -24.9818 62.2836
42.2863 -0.668678 0.0241278 0.596609 -31.0933 1.08915 28.6382
71.1595 -0.283575 -0.531785 0.674737 -39.0223 -42.4068 41.7444
63.2493 0.110788 -0.112029 0.615745 -3.14373 -14.8224 61.4075
73.8285 -0.0632183 -0.916973 0.728872 -18.1793 -63.4922 32.9986
48.0662 -0.341334 0.157321 0.57789 -28.3848 2.39039 38.7162
59.7732 0.512199 0.24827 0.565108 32.8862 14.5641 47.7413
61.0672 0.365008 -0.322262 0.645291 31.5198 -40.0871 33.5966
64.2111 0.28519 -0.00218336 0.600307 13.7606 -31.8604 54.0243
46.1285 0.750354 0.355298 0.550066 41.4592 8.80243 18.2069
54.3546 0.306428 -0.198085 0.627839 30.3804 -20.974 39.8941
71.6822 0.230897 0.212158 0.570183 11.4937 23.5375 66.725
59.1065 0.264359 0.406627 0.542852 10.8671 32.1389 48.4002
45.3303 -0.0762161 0.427975 0.539852 -10.6834 15.8724 41.0947
58.7556 0.525278 0.168088 0.576377 51.6986 5.76495 27.3173
63.3525 -0.362859 0.798922 0.487719 -19.7399 54.1105 26.3804
40.8397 0.297137 0.202378 0.571558 9.5174 4.05887 39.5073
51.6947 0.0185483 0.453842 0.536217 -8.89949 29.225 41.7018
52.4176 0.111421 0.236944 0.5667 13.7967 -5.28454 50.2925
46.4181 0.393353 0.11228 0.58422 26.2708 -14.6571 35.3504
48.7848 0.028484 0.0571062 0.591974 10.1393 -22.0142 42.3383
48.6358 -0.163299 0.20609 0.571036 -28.6611 8.19201 38.4302
40.7278 0.0333722 0.523714 0.526397 -9.97578 26.6461 29.1414
46.3409 0.158785 -0.0676953 0.609514 23.3321 -20.6479 34.3039
48.8737 -0.36152 0.450593 0.536673 -22.4439 24.3229 35.9625
50.8644 -0.0748587 0.203851 0.571351 -11.0701 20.4463 45.2392
65.9493 -0.0588456 0.437204 0.538555 -28.0267 28.3896 52.5151
57.8428 0.0355794 0.378462 0.546811 1.94158 23.6614 52.7461
59.515 -0.518664 -0.416949 0.658598 -28.9267 -39.794 33.4921
65.1015 -0.173758 -0.0320295 0.604501 6.78339 -27.7564 58.4959
47.5899 0.113167 0.268027 0.562331 -6.47763 6.65977 46.6742
54.6649 0.0530673 0.98491 0.46158 -14.8461 48.626 20.0837
32.1706 0.07258 0.166861 0.576549 10.1525 -8.17441 29.4118
41.1022 0.076397 0.42266 0.540599 9.8252 16.4556 36.3603
33.6627 -0.40463 0.673646 0.505325 -14.5674 24.4501 17.9767
43.2125 0.143885 0.542066 0.523818 -1.2307 26.8483 33.8375
43.637 0.0782149 0.390157 0.545167 21.6133 13.2161 35.5301
41.9152 -0.149587 0.0460659 0.593526 -0.632255 -14.3605 39.3733
62.3215 0.268505 0.406656 0.542848 17.0847 21.3067 56.0188
57.2358 0.0905131 0.275466 0.561286 11.5885 1.75994 56.0227
64.2714 0.336989 0.513147 0.527882 29.6932 36.8849 43.4584
54.5507 0.19439 0.214197 0.569897 12.2902 2.9605 53.0656
47.0174 0.443716 0.119129 0.583258 20.9612 -3.90538 41.9047
56.7763 0.309166 0.0347405 0.595118 34.0948 -22.8443 39.233
53.9617 -0.246899 0.513841 0.527784 -13.1151 37.2211 36.8028
37.904 -0.126685 -0.147978 0.620797 -4.50627 6.7325 37.0281
55.5002 0.515084 -0.359466 0.65052 44.3942 -22.9136 24.1742
47.6876 -0.11494 0.402439 0.543441 7.42025 23.8607 40.6167
56.4063 0.250743 0.0601545 0.591546 29.4045 0.544448 48.1326
57.1546 -0.167675 0.0961996 0.58648 -14.1265 20.6644 51.3817
54.4336 -0.0264726 0.114837 0.583861 -1.98384 -19.228 50.8858
76.188 -0.632677 -1.81768 0.855458 -21.2086 -68.9677 24.4595
43.2365 0.152827 0.495245 0.530398 24.8267 21.8804 27.8259
35.183 -0.0277832 0.314376 0.555817 -11.8627 3.80711 32.9032
46.7824 0.508144 0.021441 0.596987 40.2997 -5.21898 23.1794
39.9579 0.254654 0.329559 0.553684 23.5094 3.49414 32.1207
45.31 -0.345547 0.284091 0.560074 -13.4066 10.7697 41.9199
48.5914 -0.951609 -0.527155 0.674087 -38.3326 -25.1625 16.0807
60.0417 0.115946 -0.0677395 0.60952 14.9756 -22.9479 53.4241
44.3195 -0.362787 1.11161 0.443774 -14.9239 40.2977 10.8442
57.3582 0.0175164 0.107175 0.584938 3.24488 -21.5134 53.0718
65.4047 -0.291945 0.532008 0.525231 -21.5234 41.9646 45.3154
45.3487 -1.82772 1.33042 0.413022 -35.5138 28.0953 2.43536
44.7934 0.291623 0.348759 0.550985 22.8142 8.1176 37.6837
75.5412 -0.421725 0.49183 0.530878 -23.4702 61.4227 37.187
53.8491 -0.208812 0.186222 0.573828 -13.3014 7.28353 51.6696
61.9689 0.222349 0.569522 0.519959 16.8438 51.4323 30.1853
50.591 0.00994574 0.347443 0.55117 9.62669 33.9449 36.2563
60.4578 0.368803 0.22287 0.568678 47.3788 5.28232 37.1819
52.5234 -0.179408 0.308137 0.556694 -20.285 10.2934 47.342
58.3583 0.239683 0.179492 0.574774 9.21607 -8.31266 57.0233
41.8057 -0.471383 0.288607 0.559439 -21.0244 18.4284 31.0819
56.6942 0.179255 1.34784 0.410573 -3.13414 55.4958 11.1636
54.4142 -0.246242 0.321803 0.554774 -39.1206 14.3423 34.9969
41.2318 -0.368077 -0.0395886 0.605564 -21.0804 -21.632 28.0666
55.8337 0.0723818 -0.427539 0.660087 4.31381 -43.7681 34.3969
43.1761 -0.495007 0.490809 0.531021 -29.4896 16.8258 26.6727
48.3697 0.326362 0.195073 0.572584 15.4416 -4.27594 45.6388
51.0053 0.564259 0.294416 0.558623 38.7481 1.96108 33.11
58.8479 -0.270283 0.297784 0.558149 -11.1939 34.9647 45.9917
39.2167 -0.0896967 -0.0812615 0.611421 7.40551 -13.2164 36.1723
53.8999 0.500595 0.675471 0.505069 29.3352 37.496 25.2724
55.1265 0.650249 0.173204 0.575658 40.1938 21.0376 31.3179
39.948 -0.330859 0.357398 0.549771 -18.9907 15.7679 31.4097
42.6736 -0.16103 0.673188 0.50539 -13.5937 33.9335 22.0173
57.6548 0.0728494 0.497823 0.530035 16.2065 39.9894 38.2397
45.5766 -0.102719 0.2252 0.56835 3.00558 8.90317 44.5974
47.6189 0.394357 0.24149 0.566061 37.7372 -1.47376 29.005
60.8564 0.0956604 0.139436 0.580404 6.19353 38.0551 47.0845
37.2244 -0.162247 -0.0225841 0.603174 -13.2973 -18.9387 29.1575
57.19 -0.199567 1.72976 0.356898 -14.4118 55.0169 6.01206
44.8375 -0.142535 -0.268721 0.637766 22.5064 -30.9422 23.3763
46.2948 0.0536548 0.13342 0.581249 -5.25053 4.41491 45.7837
46.1291 -0.120568 0.485927 0.531707 -25.6163 21.7894 31.5741
59.8966 0.35521 0.419901 0.540987 42.6318 25.9447 33.121
59.0266 0.220345 -0.349399 0.649105 13.7494 -43.0227 38.0019
34.4353 -0.142693 0.315379 0.555676 -13.2985 3.38413 31.583
48.7735 -0.354163 0.0296424 0.595834 -25.4124 1.64127 41.5978
61.0645 -0.592618 -0.179322 0.625202 -34.9763 -18.6285 46.4597
62.2903 -0.372835 -1.73988 0.844524 -11.6774 -57.9526 19.6268
56.8936 -0.265601 0.12747 0.582085 -33.6161 -7.66172 45.2563
50.4147 -1.22854 0.566845 0.520335 -47.2527 11.7171 13.0972
53.9158 0.202145 -0.607454 0.685372 20.2597 -41.859 27.2816
67.1785 0.601754 0.384186 0.546006 49.4551 20.1475 40.7581
44.2962 -0.360676 0.612904 0.513862 -15.9027 29.0824 29.385
57.3833 0.291951 0.673213 0.505386 4.06842 50.2393 27.428
44.5866 -0.30972 0.488656 0.531324 -30.3916 25.1267 20.8078
65.1811 0.0878035 0.829189 0.483465 7.83091 56.5176 31.5122
37.7668 -0.124094 0.472934 0.533533 -14.9944 15.4539 31.027
55.487 0.343915 0.0292523 0.595889 35.049 -22.3782 36.7368
46.2484 0.0397774 -0.105389 0.614812 6.10638 -13.0147 43.9573
46.4321 -0.284091 -0.182614 0.625665 -19.9123 -11.2747 40.402
53.9154 -0.673138 -0.806691 0.713373 -18.9768 -43.4816 25.6145
51.362 0.111977 -0.179096 0.62517 20.3011 -30.8861 35.6647
43.467 -0.199814 0.219066 0.569212 -18.2597 -5.99038 38.9882
51.5238 0.306516 0.313963 0.555875 33.7125 5.69395 38.5454
43.9058 0.190366 0.448328 0.536992 16.2714 15.8603 37.5687
61.938 0.917067 0.297854 0.558139 52.5713 25.1899 20.9297
46.4896 -0.0787119 -0.170096 0.623905 -14.8419 -30.5381 31.7558
64.1003 0.276137 -0.095986 0.61349 29.6817 -27.5063 49.7116
62.492 -0.433093 -0.358174 0.650338 -39.4572 -36.451 31.9328
63.3478 -0.0550937 0.0669089 0.590597 -7.56312 -2.33387 62.8514
49.3402 0.127319 0.781098 0.490224 10.6684 41.0737 25.1714
59.8875 -0.0750006 0.216832 0.569526 3.70138 -6.6777 59.3989
61.5565 -1.14652 0.261444 0.563256 -59.0303 2.68824 17.2452
48.5431 -0.164584 0.0869463 0.58778 -8.25406 -18.1521 44.2584
62.8817 0.776418 -0.0272451 0.603829 55.8292 -11.3499 26.6156
63.0753 -0.0111201 -0.473484 0.666544 16.0214 -39.9415 46.1139
64.5279 0.107336 -0.0157274 0.60221 29.4508 -13.4805 55.8102
47.8834 0.409144 0.143907 0.579775 28.3427 0.514877 38.5908
56.4008 0.440612 -0.0737578 0.610366 41.7866 -21.5097 31.1811
61.9945 -0.64988 -0.0295077 0.604147 -45.142 3.38023 42.3567
60.5269 0.287552 0.516216 0.527451 22.7345 45.6647 32.5789
45.7337 -0.317222 0.188248 0.573544 -30.3334 -0.966754 34.2129
65.7495 -0.26727 1.10253 0.44505 -14.9616 60.8257 19.9845
41.8448 0.130857 0.764162 0.492604 6.08268 35.1686 21.8439
56.1612 0.175724 0.402119 0.543486 3.633 25.2242 50.0462
58.6105 -0.0704462 0.105675 0.585148 -27.3044 11.531 50.5638
74.3771 -0.220993 -0.459818 0.664623 -39.6398 -1.75601 62.9092
38.019 -0.0922346 0.00441053 0.59938 -0.581697 -20.4886 32.0206
48.7024 -0.21229 0.17764 0.575034 -7.042 -6.70516 47.7219
71.9718 0.540372 -0.29026 0.640793 40.0787 -15.4102 57.7596
53.3958 -0.0689546 0.333672 0.553106 -30.9794 19.9208 38.6594
55.3524 0.60478 -0.0602983 0.608474 41.1491 -20.7439 30.6648
49.1774 -0.515771 0.363449 0.548921 -31.6885 19.49 32.1619
57.5237 0.151061 -0.400834 0.656334 12.4776 -43.6244 35.358
53.079 0.138772 0.112941 0.584127 -8.06294 -14.2106 50.5018
58.9495 0.380688 0.61068 0.514175 20.3802 43.3472 34.3615
59.6312 -0.0388658 -0.405593 0.657002 4.90203 -42.8883 41.1394
41.2565 -0.0673831 -0.0989973 0.613913 3.70544 0.27607 41.0888
44.4204 0.588538 0.534419 0.524892 30.672 20.3559 24.8604
57.613 0.23367 0.314724 0.555768 22.3995 7.23903 52.5844
56.5039 0.595513 -0.0221834 0.603118 37.6114 2.88241 42.0686
40.2027 0.189581 -0.0920797 0.612941 21.6898 -20.3007 27.0867
53.3614 0.268559 0.326653 0.554092 11.0741 17.0955 49.3209
43.741 -0.0449791 0.0675276 0.59051 -17.8708 -9.25959 38.8351
67.3781 -0.0581201 0.444671 0.537506 -14.5829 41.9378 50.6791
61.4241 1.68758 -0.305594 0.642949 56.3739 -16.7131 17.7642
29.5168 0.00665186 0.498912 0.529882 6.27799 17.067 23.2496
73.2069 0.241078 0.992544 0.460507 16.0999 66.3399 26.4399
56.0911 0.124612 0.136933 0.580755 34.9432 32.7974 29.1464
50.0791 -0.189415 0.180503 0.574632 -35.6998 8.3725 34.1078
58.4782 0.327379 -0.332242 0.646694 30.7342 -15.7048 47.2066
52.3949 -0.224125 0.713014 0.499792 -11.6558 42.1931 28.7943
54.823 0.0492443 -0.433609 0.66094 -5.30798 -40.6007 36.455
47.5354 0.00656062 0.2237 0.568561 5.58649 -3.82437 47.0508
49.1474 0.516528 0.283502 0.560156 33.6136 -4.40278 35.5839
66.5159 0.0756654 -0.577677 0.681187 -7.06135 -54.3734 37.6568
74.7327 0.140221 -0.0623728 0.608766 -0.296086 -29.5591 68.6378
51.7933 0.210802 0.380253 0.546559 -1.97876 26.4918 44.4615
60.6492 -0.114847 0.82769 0.483676 -9.25916 52.48 28.9558
57.8696 -0.277056 0.648231 0.508897 -16.737 45.6491 31.3836
38.1946 -0.56056 -0.297244 0.641775 -18.9664 -24.9869 21.789
30.4469 0.142799 0.75023 0.494562 3.65295 24.8993 17.1374
76.614 -0.33459 -0.701645 0.69861 -26.2028 -54.4836 47.0601
57.3291 -0.226712 0.536281 0.524631 -38.3937 28.7141 31.4333
65.5112 -0.0298265 0.122566 0.582774 18.028 35.998 51.6803
69.7808 -0.0537244 0.716525 0.499299 -12.8 63.4993 25.9492
33.7224 0.544986 0.356322 0.549922 24.4612 9.04733 21.3774
53.0888 -0.639631 0.710895 0.50009 -37.7335 30.9634 20.8776
48.9465 -0.485098 -0.0844316 0.611866 -24.904 9.77825 40.987
60.8814 0.0307196 0.000901131 0.599873 23.2957 -9.40254 55.4567
69.8025 -1.18277 0.304111 0.55726 -63.0719 12.5844 27.1285
55.4031 -0.314914 0.454333 0.536148 -21.8792 28.81 41.9618
44.8764 -0.419055 -0.229997 0.632324 -20.6929 -25.4924 30.5914
49.2473 -0.278209 -0.866893 0.721834 -9.50664 -43.3825 21.281
51.6542 -0.0840536 0.501371 0.529537 -10.9648 41.2742 29.058
39.1454 0.0733149 0.495298 0.53039 6.88206 20.0389 32.9156
53.1941 0.00892897 0.193627 0.572787 -20.1721 13.864 47.228
63.3051 0.0932952 0.270588 0.561971 7.53119 20.954 59.26
70.0834 -0.952772 -0.947059 0.7331 -44.5438 -48.816 23.3355
51.5765 0.542957 0.530469 0.525447 41.5618 20.6678 22.4854
62.451 -0.369872 0.03431 0.595178 -42.1519 -18.3557 42.266
63.3619 -0.315723 0.808114 0.486427 -9.28578 57.4008 25.1724
50.543 -0.294233 0.490624 0.531047 -34.8659 26.0403 25.7075
37.6778 0.129107 0.33431 0.553016 -0.129566 16.9105 33.6695
44.1203 0.17641 0.000848731 0.599881 3.82473 -18.3839 39.9249
69.5758 0.654368 0.162312 0.577189 55.7695 -9.32218 40.542
70.8707 -0.114598 0.121222 0.582963 19.3039 26.4564 62.8496
52.4302 -0.43639 -0.382644 0.653777 -27.8035 -27.4798 34.9392
63.2244 0.186581 0.761365 0.492997 0.396743 53.82 33.175
58.4433 -0.11249 0.216782 0.569533 -15.4611 7.28171 55.8887
58.757 -0.376882 0.266089 0.562604 -32.5115 6.15556 48.5541
49.2631 -0.00938298 0.105853 0.585123 -1.76128 -3.88884 49.0778
52.2915 -0.174487 -0.0365072 0.605131 -25.0891 -22.3373 40.0747
50.7054 -0.530911 -0.357559 0.650252 -36.2893 -26.7159 23.2462
62.4297 0.0156994 -0.0361792 0.605085 -12.0145 10.577 60.3427
54.4356 0.275987 0.58064 0.518396 30.9952 35.5263 27.2105
54.9016 -0.0168279 0.615522 0.513494 -9.14477 41.9317 34.2387
39.0523 0.0490286 0.561609 0.521071 -5.46764 26.4041 28.249
50.5807 0.456451 0.412679 0.542002 21.608 27.4982 36.5425
45.9618 0.219623 0.0745481 0.589523 -0.0132791 13.0788 44.0617
63.3905 -0.203369 0.286154 0.559784 -21.4203 37.433 46.4574
71.2114 -0.373443 0.817194 0.485151 -32.544 55.2334 31.0037
68.0557 0.424629 0.432861 0.539165 46.4199 39.1746 30.694
40.3013 0.127394 -0.096257 0.613528 17.6771 -22.3841 28.4722
66.8866 -0.601439 -0.0196221 0.602758 -57.3157 9.64421 33.1016
45.0737 -0.092297 0.32625 0.554149 -5.68734 9.51714 43.6889
54.8596 0.29831 0.287309 0.559621 12.1007 24.6553 47.4896
69.8451 -0.113016 0.0946153 0.586703 3.51382 40.3747 56.8848
71.366 0.315566 0.16856 0.57631 35.6927 -16.5076 59.5537
65.2253 0.220227 0.0837892 0.588224 16.1264 -8.58104 62.6151
53.0218 0.105229 0.344813 0.55154 -8.56179 21.1769 47.8492
61.8278 -0.16069 0.323393 0.55455 -38.4033 25.3573 41.2901
64.6324 -0.442315 0.190733 0.573194 -44.5184 -6.65561 46.3806
56.1877 -0.138668 -0.168566 0.62369 -2.67448 -18.5611 52.9659
44.7985 -0.528916 0.172588 0.575744 -31.7826 0.766584 31.5624
37.8804 -0.155789 0.796515 0.488057 -10.3466 31.4878 18.341
43.1216 0.62312 0.104549 0.585307 31.3401 4.96485 29.1996
45.0756 0.437573 0.946976 0.466911 26.4029 33.577 14.3972
69.2031 0.0318402 0.433407 0.539089 -11.2478 54.3449 41.3424
46.0004 0.0352517 0.536666 0.524576 13.9452 34.1314 27.5065
41.694 0.0568752 0.501382 0.529535 -1.11182 21.9819 35.4112
55.2798 0.327792 0.259594 0.563516 26.3662 -1.10911 48.5742
58.2032 -0.308798 0.701655 0.501389 -24.8816 44.899 27.4335
46.9707 0.11602 0.0175241 0.597537 10.7252 -21.7812 40.2093
70.9301 -0.116254 0.282321 0.560322 -25.6055 21.0106 62.7216
44.3501 -0.0488544 0.467913 0.534239 -13.0364 38.1721 18.4358
34.5569 0.280758 0.164266 0.576914 3.36724 5.01845 34.0243
47.5989 0.486309 0.0500552 0.592965 28.2708 -17.0137 34.3067
58.1792 -0.0984823 0.850069 0.480531 0.277631 52.0052 26.0805
39.8426 0.245542 0.480814 0.532426 12.1744 19.3979 32.6027
76.7542 -1.51759 1.28683 0.419148 -58.0984 48.9852 10.7805
60.5916 0.0210873 0.0764456 0.589256 -6.85776 -22.9709 55.6475
60.6992 1.51509 0.344866 0.551532 58.1288 6.11887 16.3703
77.3365 0.399352 -0.742779 0.704391 13.4384 -66.6969 36.7677
65.8174 0.0478607 0.826482 0.483846 -1.68005 46.5652 46.4842
54.5323 0.261194 -0.01086 0.601526 28.4661 -6.7867 46.0152
69.6545 -0.552908 0.273423 0.561573 -61.341 1.4727 32.9677
65.3625 0.32698 0.0972866 0.586327 20.8935 -14.0637 60.3152
53.781 -0.668816 0.12678 0.582182 -43.0928 -8.13382 31.1329
53.5387 -0.58055 -0.594082 0.683493 -35.0024 -32.9965 23.5043
46.1825 0.0952397 0.210074 0.570476 4.72015 -7.75435 45.2815
41.9443 -0.0781017 0.213416 0.570006 -11.607 6.56412 39.7683
72.6827 -0.0405072 0.909898 0.472122 13.6634 66.7095 25.415
36.1588 -0.270187 -0.337842 0.647481 -19.3261 -23.1292 19.9749
62.9384 0.272287 0.29842 0.55806 34.2095 28.8953 44.2268
65.1552 0.397914 0.214654 0.569832 33.7878 17.7346 52.8116
66.9628 -0.73418 0.443208 0.537711 -40.3983 44.6409 29.3119
53.3237 -0.584359 -0.315502 0.644341 -42.0726 -19.6347 26.2258
51.7917 -0.877185 0.0408024 0.594266 -46.1559 -10.9757 20.774
39.7672 -0.263784 -0.131754 0.618517 -17.5455 -24.434 26.0109
61.457 -0.0539545 0.95397 0.465928 4.53045 56.3376 24.1352
51.7457 -0.22423 0.0978518 0.586248 -7.1209 -14.8876 49.0435
32.4897 0.602497 0.0618333 0.59131 24.0226 -10.6105 19.1289
44.0366 0.419721 0.630017 0.511457 21.5787 32.5034 20.4233
54.6848 -0.162909 0.19623 0.572422 -30.1543 15.9065 42.7567
66.0322 -0.612107 -0.592195 0.683228 -34.0568 -35.2874 44.2175
44.7923 0.0875785 0.0576806 0.591894 2.27004 0.387425 44.7331
64.3012 -0.062326 0.238691 0.566454 2.83059 13.4595 62.813
49.731 0.267953 0.0870186 0.58777 18.1523 -2.72202 46.2196
51.7969 -0.105308 0.158246 0.57776 3.03698 20.0452 47.6643
48.5597 0.502122 -0.135154 0.618995 32.7685 -24.2744 26.3633
53.2186 -0.260633 0.353821 0.550274 -31.3651 8.53437 42.1381
50.9226 0.471827 0.687642 0.503358 29.2029 40.6779 9.25239
70.9124 0.548113 -0.00662377 0.600931 46.5006 -30.2613 44.1646
38.4348 0.0743996 0.190045 0.573291 -7.99175 -1.01823 37.5809
37.3699 1.72614 0.959753 0.465115 33.9418 14.6655 5.42112
62.3696 -0.645984 0.61911 0.51299 -39.8272 39.1524 27.7642
40.3782 0.146529 0.66041 0.507185 3.65611 32.3904 23.8305
53.8642 -0.0645685 -0.430088 0.660445 -23.3808 -31.6351 36.7956
50.0579 -0.114009 0.214722 0.569823 -22.5015 -2.81844 44.6266
70.8392 -0.171963 -0.618558 0.686933 -14.1735 -57.3822 39.0459
51.4958 0.547208 -0.0218313 0.603068 42.4464 -2.42276 29.0561
59.5474 0.325758 0.210225 0.570455 10.7517 10.9791 57.5304
58.7944 -0.188195 0.155219 0.578185 -4.6953 -10.822 57.5988
59.5818 -0.0563332 0.149949 0.578926 -9.64529 21.6813 54.6524
52.8572 0.967189 0.179769 0.574735 47.2051 1.1175 23.7553
74.6585 0.438559 0.537272 0.524491 38.566 42.4056 47.8364
67.6236 -0.413842 0.645577 0.50927 -46.0422 37.1529 32.7525
68.9931 -0.0310059 0.0437196 0.593856 -17.9198 -15.7261 64.7427
51.7409 0.432303 0.091345 0.587162 30.75 -0.660675 41.6067
64.2797 -0.0815451 0.254449 0.564239 -7.41135 48.2553 41.8137
49.1543 -0.569041 -0.798382 0.712205 -21.5171 -40.8135 16.9533
34.658 0.117231 0.376981 0.547019 0.340324 16.0876 30.6961
33.3982 0.184889 1.05197 0.452155 9.31068 30.1637 10.9044
61.109 0.0721349 -0.75797 0.706526 8.47678 -45.7586 39.6056
55.8451 0.241298 0.193516 0.572803 13.9993 -7.84851 53.4893
69.1263 -0.29673 0.331445 0.553418 -33.0731 40.6509 45.0791
39.5507 0.0438262 0.183583 0.574199 -8.68466 10.8677 37.0233
41.9464 -0.156 0.180604 0.574618 -19.1579 -5.90651 36.8454
60.456 -0.0747827 0.904295 0.47291 -20.3988 52.1995 22.6724
52.2403 0.971675 0.234897 0.566987 49.0692 4.09154 17.4505
46.6209 0.0100695 0.0500153 0.592971 -8.09533 -9.34276 44.9521
51.9689 0.225045 -0.340475 0.647851 25.9476 -30.9949 32.662
60.2918 0.389823 -0.0218172 0.603066 2.5528 -26.9485 53.8735
73.3482 -0.507147 -0.154398 0.621699 -36.2291 -17.87 61.2215
66.3666 -0.0230982 -0.26914 0.637825 12.3104 -44.4658 47.7051
57.5415 0.134182 0.540684 0.524012 12.8756 42.4936 36.5997
60.7003 -0.756359 0.69075 0.502921 -38.7704 41.831 20.7739
49.8501 0.181927 -0.465088 0.665364 0.700427 -39.0075 31.0315
59.5284 -0.407599 0.177053 0.575117 -39.6577 0.016944 44.3948
60.6945 -0.493822 -0.595311 0.683666 -29.4297 -43.2224 30.8146
43.2588 -0.0271192 0.432038 0.539281 -21.4074 20.2384 31.6773
76.6584 -0.124831 -0.65126 0.691529 -28.3393 -43.7043 56.2435
48.2658 -0.161057 0.130671 0.581635 -4.14984 -9.513 47.1367
63.8767 -0.162866 0.0408447 0.59426 -5.93411 -16.8169 61.3369
50.6483 -0.0516542 -0.075838 0.610658 -7.85952 -30.5015 39.6628
67.8907 -0.0429012 -0.286315 0.640239 -28.3881 -37.5276 48.9381
61.0633 0.759135 0.716063 0.499364 50.7418 28.1214 19.0574
52.0856 0.148391 0.185653 0.573908 8.95032 13.1617 49.594
43.9054 0.417956 0.4575 0.535703 25.0505 18.9973 30.6474
50.959 -0.158207 0.0827192 0.588375 -21.3872 -2.55243 46.1833
38.5849 0.0956965 0.768687 0.491968 8.34297 31.9057 20.0303
51.8482 -0.101504 0.593897 0.516533 -17.9415 33.2781 35.481
53.2027 -0.00844318 -0.155335 0.621831 25.0191 -17.4688 43.5823
42.0249 -0.0377524 -0.282414 0.639691 -5.74695 -27.3368 31.3969
28.2313 0.260813 0.194231 0.572703 13.3815 -5.80177 24.1719
66.4725 0.31905 0.210343 0.570438 41.162 21.3896 47.6105
45.4681 0.22074 0.195396 0.572539 16.8909 1.92729 42.1703
60.8087 -0.0137544 0.125901 0.582306 20.4374 1.41605 57.2538
33.0912 0.251578 0.542252 0.523791 21.2234 15.7676 19.8991
35.306 0.00823983 -0.0314594 0.604421 8.86343 -18.4329 28.7782
