0.000968 10.102800
0.001936 92.951600
0.002904 3.835500
0.003872 8.998510
0.004840 40.912600
0.005808 23.171300
0.006776 50.062600
0.007744 15.404600
0.008712 16.539100
0.009681 5.849880
0.010649 4.233610
0.021297 59.483000
0.022265 9.164370
0.023233 8.238790
0.024201 37.536200
0.025169 12.019300
0.026137 39.594500
0.027106 56.336900
0.028074 22.646200
0.029042 34.604100
0.030010 18.858000
0.030978 32.574800
0.041626 9.691900
0.042594 7.048780
0.043562 9.412640
0.044530 50.254900
0.045499 25.479500
0.046467 9.300070
0.047435 11.933000
0.048403 47.457000
0.049371 24.011700
0.050339 7.006380
0.051307 24.445300
0.052275 36.156500
0.053243 58.797700
0.054211 31.877500
0.055179 1.806950
0.082285 8.389800
0.083253 19.210200
0.084221 30.195800
0.085189 14.756000
0.086157 24.893000
0.087125 9.335660
0.088093 21.005600
0.089061 30.595600
0.090029 19.947400
0.090997 22.211300
0.091965 21.318400
0.092933 21.518000
0.093901 3.883180
0.094869 17.168400
0.095837 32.137600
0.096805 21.070400
0.097773 14.000600
0.098742 12.759300
0.099710 7.848180
0.100678 75.230700
0.101646 5.895390
0.102614 5.772160
0.103582 79.014700
0.104550 14.874000
0.105518 10.745700
0.106486 17.779300
0.107454 14.440100
0.108422 45.121200
0.109390 29.520800
0.110358 4.279900
0.111326 8.826360
0.112294 27.739700
0.113262 26.475600
0.114230 27.236500
0.115198 70.016000
0.118103 9.805800
0.119071 25.004300
0.120039 1.701290
0.121007 7.353300
0.121975 38.240700
0.122943 25.861500
0.123911 40.739600
0.124879 8.269440
0.125847 10.845100
0.126815 36.096800
0.127783 10.057100
0.128751 34.669800
0.129719 5.113840
0.130687 21.022300
0.131655 9.976990
0.132623 32.454900
0.133591 20.114200
0.134560 17.234700
0.135528 32.087900
0.136496 6.691220
0.137464 15.603700
0.138432 62.050900
0.139400 34.087500
0.140368 86.373500
0.141336 9.204110
0.142304 3.163670
0.143272 26.441800
0.144240 20.886800
0.145208 29.061700
0.146176 40.794000
0.147144 25.682200
0.148112 11.920100
0.149080 69.759100
0.150048 22.469100
0.151016 5.826580
0.151985 15.562700
0.152953 37.159200
0.153921 15.972400
0.154889 21.628500
0.155857 10.083300
0.156825 60.997400
0.157793 23.679800
0.158761 63.290800
0.159729 48.375200
0.160697 6.051420
0.161665 17.207200
0.162633 8.421670
0.163601 38.637400
0.164569 83.396400
0.165537 13.654700
0.166505 14.086500
0.167473 4.718850
0.168441 27.363500
0.169409 51.420000
0.170378 47.561800
0.171346 13.624200
0.172314 29.366800
0.173282 24.963900
0.174250 29.368900
0.175218 9.842390
0.176186 24.249200
0.177154 28.044600
0.178122 36.209800
0.179090 27.960800
0.180058 62.548600
0.181026 62.941100
0.181994 6.213900
0.182962 18.212600
0.183930 7.067720
0.184898 41.935900
0.185866 34.835300
0.186834 40.739700
0.187803 5.310990
0.188771 5.984700
0.189739 17.775700
0.190707 18.381900
0.191675 16.058400
0.192643 79.764400
0.193611 4.616180
0.196515 9.958660
0.197483 37.973700
0.198451 2.359410
0.199419 17.087300
0.200387 18.373100
0.201355 6.605150
0.202323 16.650100
0.203291 8.594570
0.204259 53.753100
0.205227 26.800400
0.206196 28.538200
0.207164 37.181300
0.208132 55.575700
0.209100 8.410390
0.210068 7.072690
0.211036 30.550500
0.212004 10.856600
0.212972 9.124180
0.213940 41.485200
0.214908 73.434600
0.215876 43.150500
0.216844 11.462900
0.217812 15.913500
0.218780 22.761400
0.219748 27.508200
0.220716 29.559700
0.221684 30.579000
0.222652 3.530700
0.223621 10.007500
0.224589 6.123270
0.225557 1.796520
0.226525 42.940700
0.227493 35.063600
0.228461 27.270300
0.229429 42.686700
0.230397 31.485800
0.231365 12.957900
0.232333 9.276320
0.233301 33.820000
0.234269 16.340600
0.235237 47.070500
0.236205 9.439540
0.237173 13.819100
0.238141 3.362870
0.239109 16.904700
0.240077 6.291970
0.241045 7.068010
0.242014 10.154400
0.242982 9.509200
0.243950 25.039300
0.244918 28.253300
0.245886 66.381600
0.246854 16.676900
0.247822 44.081600
0.248790 81.366100
0.249758 40.457500
0.250726 47.226600
0.251694 28.268600
0.252662 57.778600
0.253630 38.202000
0.254598 8.384410
0.255566 28.085700
0.256534 5.415210
0.257502 7.222790
0.258470 18.917200
0.259439 58.386100
0.260407 42.666100
0.261375 15.791500
0.262343 8.822660
0.263311 3.782990
0.264279 16.314300
0.265247 35.510600
0.266215 46.696100
0.267183 34.962100
0.268151 36.634800
0.269119 32.492700
0.270087 26.362100
0.271055 9.125430
0.272023 5.211650
0.272991 14.880000
0.273959 13.379000
0.274927 57.396500
0.275895 8.049800
0.276864 19.174500
0.277832 32.497100
0.278800 42.784400
0.279768 30.903500
0.280736 1.775670
0.281704 32.939900
0.282672 39.336000
0.283640 46.618100
0.284608 63.933400
0.285576 10.175900
0.286544 14.008300
0.287512 31.340700
0.292352 58.116000
0.293320 31.098200
0.294288 46.935100
0.295257 14.773400
0.296225 32.325500
0.297193 6.385790
0.298161 63.519400
0.299129 60.226400
0.300097 20.520300
0.301065 9.141140
0.302033 44.981200
0.303001 10.898300
0.303969 9.039180
0.304937 1.712780
0.305905 34.082000
0.306873 20.466600
0.307841 34.997100
0.308809 35.215300
0.309777 44.436600
0.310745 5.378720
0.311713 23.111600
0.312682 53.268800
0.313650 15.588200
0.314618 5.956800
0.315586 13.071900
0.316554 33.206900
0.317522 4.479230
0.318490 74.844600
0.319458 9.676100
0.320426 46.037200
0.321394 16.045400
0.322362 4.225400
0.323330 26.394700
0.324298 20.169800
0.325266 37.855600
0.326234 7.391570
0.327202 14.414800
0.328170 30.571500
0.329138 41.111400
0.330106 18.552000
0.331075 16.783300
0.332043 7.186620
0.333011 29.454200
0.333979 63.046000
0.334947 8.815560
0.335915 5.691600
0.336883 15.626200
0.337851 6.230290
0.338819 26.418400
0.339787 21.619300
0.340755 9.524410
0.341723 6.023470
0.342691 8.166410
0.343659 9.851670
0.344627 21.385200
0.345595 9.935730
0.346563 51.783000
0.347531 74.190200
0.348500 17.511800
0.349468 13.410200
0.350436 66.475200
0.351404 6.606250
0.352372 18.559500
0.353340 35.142000
0.354308 8.477280
0.355276 28.700400
0.356244 3.483660
0.357212 11.836900
0.358180 46.244800
0.359148 7.251820
0.360116 32.357100
0.361084 5.917360
0.362052 11.312900
0.363020 38.841300
0.363988 8.825200
0.364956 42.814300
0.365924 6.686760
0.366893 55.612100
0.367861 22.010300
0.368829 9.364400
0.369797 8.319990
0.370765 23.896300
0.371733 16.519500
0.372701 25.366600
0.373669 46.116700
0.374637 13.316100
0.375605 14.014600
0.376573 8.371170
0.377541 39.673100
0.378509 2.357240
0.379477 9.608050
0.380445 10.110900
0.381413 20.057300
0.382381 29.156100
0.383349 28.486900
0.384318 29.747600
0.385286 16.498300
0.386254 44.063800
0.387222 12.624400
0.388190 40.498600
0.389158 40.398500
0.390126 4.545830
0.391094 14.961600
0.392062 8.880350
0.393030 11.266700
0.393998 53.009100
0.394966 16.932700
0.395934 17.956200
0.396902 11.489400
0.397870 9.933410
0.398838 17.925400
0.399806 18.467500
0.400774 19.894400
0.401742 12.483400
0.402711 33.892900
0.403679 67.121200
0.404647 19.149200
0.405615 9.789600
0.406583 3.693550
0.407551 23.740900
0.408519 29.775600
0.409487 32.226600
